"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","NUMERIC_PRECISION","NUMERIC_SCALE","IS_NULLABLE","ORDINAL_POSITION"
"reportes","vw_cxc_documentos_cobrar","id_asiento_origen","bigint","","19","0","YES","2"
"reportes","vw_cxc_documentos_cobrar","id_empresa","bigint","","19","0","NO","3"
"reportes","vw_cxc_documentos_cobrar","nombre_empresa","nvarchar","200","","","NO","4"
"reportes","vw_cxc_documentos_cobrar","id_sucursal","bigint","","19","0","YES","5"
"reportes","vw_cxc_documentos_cobrar","codigo_sucursal","nvarchar","20","","","YES","6"
"reportes","vw_cxc_documentos_cobrar","nombre_sucursal","nvarchar","150","","","YES","7"
"reportes","vw_cxc_documentos_cobrar","id_cliente","bigint","","19","0","NO","8"
"reportes","vw_cxc_documentos_cobrar","codigo_cliente","nvarchar","50","","","NO","9"
"reportes","vw_cxc_documentos_cobrar","nombre_cliente","nvarchar","301","","","YES","10"
"reportes","vw_cxc_documentos_cobrar","origen_modulo","nvarchar","40","","","NO","11"
"reportes","vw_cxc_documentos_cobrar","tipo_documento_origen","nvarchar","40","","","NO","12"
"reportes","vw_cxc_documentos_cobrar","id_documento_origen","bigint","","19","0","NO","13"
"reportes","vw_cxc_documentos_cobrar","numero_documento_interno","nvarchar","40","","","NO","14"
"reportes","vw_cxc_documentos_cobrar","numero_documento_cliente","nvarchar","100","","","YES","15"
"reportes","vw_cxc_documentos_cobrar","fecha_documento","date","","","","NO","16"
"reportes","vw_cxc_documentos_cobrar","fecha_vencimiento","date","","","","NO","17"
"reportes","vw_cxc_documentos_cobrar","codigo_moneda","nvarchar","10","","","NO","18"
"reportes","vw_cxc_documentos_cobrar","tipo_cambio","decimal","","18","6","NO","19"
"reportes","vw_cxc_documentos_cobrar","monto_original","decimal","","18","2","NO","20"
"reportes","vw_cxc_documentos_cobrar","monto_cobrado","decimal","","18","2","NO","21"
"reportes","vw_cxc_documentos_cobrar","monto_aplicado_anticipo","decimal","","18","2","NO","22"
"reportes","vw_cxc_documentos_cobrar","monto_nota_credito","decimal","","18","2","NO","23"
"reportes","vw_cxc_documentos_cobrar","saldo_actual","decimal","","18","2","NO","24"
"reportes","vw_cxc_documentos_cobrar","codigo_cuenta_cobrar","nvarchar","20","","","NO","25"
"reportes","vw_cxc_documentos_cobrar","nombre_cuenta_cobrar","nvarchar","250","","","YES","26"
"reportes","vw_cxc_documentos_cobrar","estado","nvarchar","30","","","NO","27"
"reportes","vw_cxc_documentos_cobrar","dias_vencidos","int","","10","0","YES","28"
"reportes","vw_cxc_estado_cuenta_cliente","id_movimiento_documento_cobrar","bigint","","19","0","NO","1"
"reportes","vw_cxc_estado_cuenta_cliente","id_documento_cobrar","bigint","","19","0","NO","2"
"reportes","vw_cxc_estado_cuenta_cliente","id_empresa","bigint","","19","0","NO","3"
"reportes","vw_cxc_estado_cuenta_cliente","id_cliente","bigint","","19","0","NO","4"
"reportes","vw_cxc_estado_cuenta_cliente","codigo_cliente","nvarchar","50","","","NO","5"
"reportes","vw_cxc_estado_cuenta_cliente","nombre_cliente","nvarchar","301","","","YES","6"
"reportes","vw_cxc_estado_cuenta_cliente","numero_documento_interno","nvarchar","40","","","NO","7"
"reportes","vw_cxc_estado_cuenta_cliente","numero_documento_cliente","nvarchar","100","","","YES","8"
"reportes","vw_cxc_estado_cuenta_cliente","fecha_documento","date","","","","NO","9"
"reportes","vw_cxc_estado_cuenta_cliente","fecha_vencimiento","date","","","","NO","10"
"reportes","vw_cxc_estado_cuenta_cliente","codigo_moneda","nvarchar","10","","","NO","11"
"reportes","vw_cxc_estado_cuenta_cliente","fecha_movimiento","datetime2","","","","NO","12"
"reportes","vw_cxc_estado_cuenta_cliente","tipo_movimiento","nvarchar","40","","","NO","13"
"reportes","vw_cxc_estado_cuenta_cliente","origen_modulo","nvarchar","40","","","NO","14"
"reportes","vw_cxc_estado_cuenta_cliente","tipo_documento_origen","nvarchar","40","","","NO","15"
"reportes","vw_cxc_estado_cuenta_cliente","id_documento_origen","bigint","","19","0","NO","16"
"reportes","vw_cxc_estado_cuenta_cliente","referencia","nvarchar","100","","","YES","17"
"reportes","vw_cxc_estado_cuenta_cliente","monto_cargo","decimal","","18","2","NO","18"
"reportes","vw_cxc_estado_cuenta_cliente","monto_abono","decimal","","18","2","NO","19"
"reportes","vw_cxc_estado_cuenta_cliente","monto_movimiento","decimal","","18","2","NO","20"
"reportes","vw_cxc_estado_cuenta_cliente","saldo_anterior","decimal","","18","2","NO","21"
"reportes","vw_cxc_estado_cuenta_cliente","saldo_posterior","decimal","","18","2","NO","22"
"reportes","vw_cxc_estado_cuenta_cliente","observacion","nvarchar","500","","","YES","23"
"reportes","vw_cxc_estado_cuenta_cliente","estado","nvarchar","20","","","NO","24"
"reportes","vw_cxc_saldos_cliente","id_empresa","bigint","","19","0","NO","1"
"reportes","vw_cxc_saldos_cliente","id_cliente","bigint","","19","0","NO","2"
"reportes","vw_cxc_saldos_cliente","codigo_cliente","nvarchar","50","","","NO","3"
"reportes","vw_cxc_saldos_cliente","nombre_cliente","nvarchar","301","","","YES","4"
"reportes","vw_cxc_saldos_cliente","total_documentos_abiertos","int","","10","0","YES","5"
"reportes","vw_cxc_saldos_cliente","saldo_documentos","decimal","","38","2","YES","6"
"reportes","vw_cxc_saldos_cliente","saldo_anticipos","decimal","","38","2","YES","7"
"reportes","vw_cxc_saldos_cliente","saldo_vencido","decimal","","38","2","YES","8"
"reportes","vw_cxp_anticipos_proveedor","id_anticipo_proveedor","bigint","","19","0","NO","1"
"reportes","vw_cxp_anticipos_proveedor","id_movimiento_bancario","bigint","","19","0","YES","2"
"reportes","vw_cxp_anticipos_proveedor","id_asiento","bigint","","19","0","YES","3"
"reportes","vw_cxp_anticipos_proveedor","id_asiento_reversion","bigint","","19","0","YES","4"
"reportes","vw_cxp_anticipos_proveedor","esta_revertido","bit","","","","YES","5"
"reportes","vw_cxp_anticipos_proveedor","id_empresa","bigint","","19","0","NO","6"
"reportes","vw_cxp_anticipos_proveedor","nombre_empresa","nvarchar","200","","","NO","7"
"reportes","vw_cxp_anticipos_proveedor","id_sucursal","bigint","","19","0","YES","8"
"reportes","vw_cxp_anticipos_proveedor","codigo_sucursal","nvarchar","20","","","YES","9"
"reportes","vw_cxp_anticipos_proveedor","nombre_sucursal","nvarchar","150","","","YES","10"
"reportes","vw_cxp_anticipos_proveedor","id_proveedor","bigint","","19","0","NO","11"
"reportes","vw_cxp_anticipos_proveedor","codigo_proveedor","nvarchar","50","","","NO","12"
"reportes","vw_cxp_anticipos_proveedor","nombre_proveedor","nvarchar","200","","","NO","13"
"reportes","vw_cxp_anticipos_proveedor","numero_anticipo","nvarchar","50","","","NO","14"
"reportes","vw_cxp_anticipos_proveedor","fecha_anticipo","datetime2","","","","NO","15"
"reportes","vw_cxp_anticipos_proveedor","codigo_moneda","nvarchar","10","","","NO","16"
"reportes","vw_cxp_anticipos_proveedor","tipo_cambio","decimal","","18","6","NO","17"
"reportes","vw_cxp_anticipos_proveedor","monto_original","decimal","","18","2","NO","18"
"reportes","vw_cxp_anticipos_proveedor","saldo_disponible","decimal","","18","2","NO","19"
"reportes","vw_cxp_anticipos_proveedor","codigo_cuenta_anticipo","nvarchar","20","","","NO","20"
"reportes","vw_cxp_anticipos_proveedor","nombre_cuenta_anticipo","nvarchar","250","","","YES","21"
"reportes","vw_cxp_anticipos_proveedor","numero_referencia_pago","nvarchar","100","","","YES","22"
"reportes","vw_cxp_anticipos_proveedor","documento_pago","nvarchar","100","","","YES","23"
"reportes","vw_cxp_anticipos_proveedor","observacion","nvarchar","500","","","YES","24"
"reportes","vw_cxp_anticipos_proveedor","estado","nvarchar","30","","","NO","25"
"reportes","vw_cxp_anticipos_proveedor","codigo_cuenta_bancaria","nvarchar","50","","","NO","26"
"reportes","vw_cxp_anticipos_proveedor","nombre_cuenta_bancaria","nvarchar","150","","","NO","27"
"reportes","vw_cxp_anticipos_proveedor","usuario_creacion","nvarchar","100","","","NO","28"
"reportes","vw_cxp_anticipos_proveedor","fecha_creacion","datetime2","","","","NO","29"
"reportes","vw_cxp_antiguedad_documentos","id_documento_pagar","bigint","","19","0","NO","1"
"reportes","vw_cxp_antiguedad_documentos","id_empresa","bigint","","19","0","NO","2"
"reportes","vw_cxp_antiguedad_documentos","id_proveedor","bigint","","19","0","NO","3"
"reportes","vw_cxp_antiguedad_documentos","codigo_proveedor","nvarchar","50","","","NO","4"
"reportes","vw_cxp_antiguedad_documentos","nombre_proveedor","nvarchar","200","","","NO","5"
"reportes","vw_cxp_antiguedad_documentos","numero_documento_interno","nvarchar","100","","","NO","6"
"reportes","vw_cxp_antiguedad_documentos","numero_documento_proveedor","nvarchar","100","","","YES","7"
"reportes","vw_cxp_antiguedad_documentos","fecha_documento","date","","","","NO","8"
"reportes","vw_cxp_antiguedad_documentos","fecha_vencimiento","date","","","","NO","9"
"reportes","vw_cxp_antiguedad_documentos","codigo_moneda","nvarchar","10","","","NO","10"
"reportes","vw_cxp_antiguedad_documentos","saldo_actual","decimal","","18","2","NO","11"
"reportes","vw_cxp_antiguedad_documentos","dias_vencidos","int","","10","0","YES","12"
"reportes","vw_cxp_antiguedad_documentos","rango_antiguedad","nvarchar","10","","","NO","13"
"reportes","vw_cxp_antiguedad_documentos","estado","nvarchar","20","","","NO","14"
"reportes","vw_cxp_documentos_pagar","id_documento_pagar","bigint","","19","0","NO","1"
"reportes","vw_cxp_documentos_pagar","id_asiento_origen","bigint","","19","0","YES","2"
"reportes","vw_cxp_documentos_pagar","id_empresa","bigint","","19","0","NO","3"
"reportes","vw_cxp_documentos_pagar","nombre_empresa","nvarchar","200","","","NO","4"
"reportes","vw_cxp_documentos_pagar","razon_social","nvarchar","200","","","NO","5"
"reportes","vw_cxp_documentos_pagar","id_sucursal","bigint","","19","0","YES","6"
"reportes","vw_cxp_documentos_pagar","codigo_sucursal","nvarchar","20","","","YES","7"
"reportes","vw_cxp_documentos_pagar","nombre_sucursal","nvarchar","150","","","YES","8"
"reportes","vw_cxp_documentos_pagar","id_proveedor","bigint","","19","0","NO","9"
"reportes","vw_cxp_documentos_pagar","codigo_proveedor","nvarchar","50","","","NO","10"
"reportes","vw_cxp_documentos_pagar","nombre_proveedor","nvarchar","200","","","NO","11"
"reportes","vw_cxp_documentos_pagar","origen_modulo","nvarchar","40","","","NO","12"
"reportes","vw_cxp_documentos_pagar","tipo_documento_origen","nvarchar","60","","","NO","13"
"reportes","vw_cxp_documentos_pagar","id_documento_origen","bigint","","19","0","NO","14"
"reportes","vw_cxp_documentos_pagar","numero_documento_interno","nvarchar","100","","","NO","15"
"reportes","vw_cxp_documentos_pagar","numero_documento_proveedor","nvarchar","100","","","YES","16"
"reportes","vw_cxp_documentos_pagar","fecha_documento","date","","","","NO","17"
"reportes","vw_cxp_documentos_pagar","fecha_vencimiento","date","","","","NO","18"
"reportes","vw_cxp_documentos_pagar","id_moneda","bigint","","19","0","NO","19"
"reportes","vw_cxp_documentos_pagar","codigo_moneda","nvarchar","10","","","NO","20"
"reportes","vw_cxp_documentos_pagar","nombre_moneda","nvarchar","120","","","NO","21"
"reportes","vw_cxp_documentos_pagar","tipo_cambio","decimal","","18","6","NO","22"
"reportes","vw_cxp_documentos_pagar","monto_original","decimal","","18","2","NO","23"
"reportes","vw_cxp_documentos_pagar","monto_pagado","decimal","","18","2","NO","24"
"reportes","vw_cxp_documentos_pagar","monto_aplicado_anticipo","decimal","","18","2","NO","25"
"reportes","vw_cxp_documentos_pagar","saldo_actual","decimal","","18","2","NO","26"
"reportes","vw_cxp_documentos_pagar","codigo_cuenta_por_pagar","nvarchar","20","","","NO","27"
"reportes","vw_cxp_documentos_pagar","nombre_cuenta_por_pagar","nvarchar","250","","","YES","28"
"reportes","vw_cxp_documentos_pagar","estado","nvarchar","20","","","NO","29"
"reportes","vw_cxp_documentos_pagar","observacion","nvarchar","500","","","YES","30"
"reportes","vw_cxp_documentos_pagar","usuario_creacion","nvarchar","100","","","NO","31"
"reportes","vw_cxp_documentos_pagar","fecha_creacion","datetime2","","","","NO","32"
"reportes","vw_cxp_documentos_pagar","dias_vencidos","int","","10","0","YES","33"
"reportes","vw_cxp_estado_cuenta_proveedor","id_movimiento_documento_pagar","bigint","","19","0","NO","1"
"reportes","vw_cxp_estado_cuenta_proveedor","id_documento_pagar","bigint","","19","0","NO","2"
"reportes","vw_cxp_estado_cuenta_proveedor","id_empresa","bigint","","19","0","NO","3"
"reportes","vw_cxp_estado_cuenta_proveedor","id_proveedor","bigint","","19","0","NO","4"
"reportes","vw_cxp_estado_cuenta_proveedor","codigo_proveedor","nvarchar","50","","","NO","5"
"reportes","vw_cxp_estado_cuenta_proveedor","nombre_proveedor","nvarchar","200","","","NO","6"
"reportes","vw_cxp_estado_cuenta_proveedor","numero_documento_interno","nvarchar","100","","","NO","7"
"reportes","vw_cxp_estado_cuenta_proveedor","numero_documento_proveedor","nvarchar","100","","","YES","8"
"reportes","vw_cxp_estado_cuenta_proveedor","fecha_documento","date","","","","NO","9"
"reportes","vw_cxp_estado_cuenta_proveedor","fecha_vencimiento","date","","","","NO","10"
"reportes","vw_cxp_estado_cuenta_proveedor","codigo_moneda","nvarchar","10","","","NO","11"
"reportes","vw_cxp_estado_cuenta_proveedor","fecha_movimiento","datetime2","","","","NO","12"
"reportes","vw_cxp_estado_cuenta_proveedor","tipo_movimiento","nvarchar","40","","","NO","13"
"reportes","vw_cxp_estado_cuenta_proveedor","origen_modulo","nvarchar","40","","","NO","14"
"reportes","vw_cxp_estado_cuenta_proveedor","tipo_documento_origen","nvarchar","60","","","NO","15"
"reportes","vw_cxp_estado_cuenta_proveedor","id_documento_origen","bigint","","19","0","NO","16"
"reportes","vw_cxp_estado_cuenta_proveedor","referencia","nvarchar","100","","","YES","17"
"reportes","vw_cxp_estado_cuenta_proveedor","monto_cargo","decimal","","18","2","NO","18"
"reportes","vw_cxp_estado_cuenta_proveedor","monto_abono","decimal","","18","2","NO","19"
"reportes","vw_cxp_estado_cuenta_proveedor","monto_movimiento","decimal","","18","2","NO","20"
"reportes","vw_cxp_estado_cuenta_proveedor","saldo_anterior","decimal","","18","2","NO","21"
"reportes","vw_cxp_estado_cuenta_proveedor","saldo_posterior","decimal","","18","2","NO","22"
"reportes","vw_cxp_estado_cuenta_proveedor","observacion","nvarchar","500","","","YES","23"
"reportes","vw_cxp_estado_cuenta_proveedor","estado","nvarchar","20","","","NO","24"
"reportes","vw_cxp_pagos_proveedor","id_pago_proveedor","bigint","","19","0","NO","1"
"reportes","vw_cxp_pagos_proveedor","id_movimiento_bancario","bigint","","19","0","YES","2"
"reportes","vw_cxp_pagos_proveedor","id_asiento","bigint","","19","0","YES","3"
"reportes","vw_cxp_pagos_proveedor","id_asiento_reversion","bigint","","19","0","YES","4"
"reportes","vw_cxp_pagos_proveedor","esta_revertido","bit","","","","YES","5"
"reportes","vw_cxp_pagos_proveedor","id_empresa","bigint","","19","0","NO","6"
"reportes","vw_cxp_pagos_proveedor","nombre_empresa","nvarchar","200","","","NO","7"
"reportes","vw_cxp_pagos_proveedor","id_sucursal","bigint","","19","0","YES","8"
"reportes","vw_cxp_pagos_proveedor","codigo_sucursal","nvarchar","20","","","YES","9"
"reportes","vw_cxp_pagos_proveedor","nombre_sucursal","nvarchar","150","","","YES","10"
"reportes","vw_cxp_pagos_proveedor","id_proveedor","bigint","","19","0","NO","11"
"reportes","vw_cxp_pagos_proveedor","codigo_proveedor","nvarchar","50","","","NO","12"
"reportes","vw_cxp_pagos_proveedor","nombre_proveedor","nvarchar","200","","","NO","13"
"reportes","vw_cxp_pagos_proveedor","numero_pago","nvarchar","50","","","NO","14"
"reportes","vw_cxp_pagos_proveedor","fecha_pago","datetime2","","","","NO","15"
"reportes","vw_cxp_pagos_proveedor","codigo_moneda","nvarchar","10","","","NO","16"
"reportes","vw_cxp_pagos_proveedor","tipo_cambio","decimal","","18","6","NO","17"
"reportes","vw_cxp_pagos_proveedor","monto_total","decimal","","18","2","NO","18"
"reportes","vw_cxp_pagos_proveedor","numero_referencia_pago","nvarchar","100","","","YES","19"
"reportes","vw_cxp_pagos_proveedor","documento_pago","nvarchar","100","","","YES","20"
"reportes","vw_cxp_pagos_proveedor","observacion","nvarchar","500","","","YES","21"
"reportes","vw_cxp_pagos_proveedor","estado","nvarchar","20","","","NO","22"
"reportes","vw_cxp_pagos_proveedor","id_cuenta_bancaria","bigint","","19","0","NO","23"
"reportes","vw_cxp_pagos_proveedor","codigo_cuenta_bancaria","nvarchar","50","","","NO","24"
"reportes","vw_cxp_pagos_proveedor","nombre_cuenta_bancaria","nvarchar","150","","","NO","25"
"reportes","vw_cxp_pagos_proveedor","nombre_banco","nvarchar","150","","","NO","26"
"reportes","vw_cxp_pagos_proveedor","usuario_creacion","nvarchar","100","","","NO","27"
"reportes","vw_cxp_pagos_proveedor","fecha_creacion","datetime2","","","","NO","28"
"reportes","vw_cxp_saldos_proveedor","id_empresa","bigint","","19","0","NO","1"
"reportes","vw_cxp_saldos_proveedor","id_proveedor","bigint","","19","0","NO","2"
"reportes","vw_cxp_saldos_proveedor","codigo_proveedor","nvarchar","50","","","NO","3"
"reportes","vw_cxp_saldos_proveedor","nombre_proveedor","nvarchar","200","","","NO","4"
"reportes","vw_cxp_saldos_proveedor","total_documentos_abiertos","int","","10","0","YES","5"
"reportes","vw_cxp_saldos_proveedor","saldo_documentos","decimal","","38","2","YES","6"
"reportes","vw_cxp_saldos_proveedor","saldo_anticipos","decimal","","38","2","YES","7"
"reportes","vw_cxp_saldos_proveedor","saldo_vencido","decimal","","38","2","YES","8"
"reportes","vw_dashboard_caja","total_sesiones","int","","10","0","YES","1"
"reportes","vw_dashboard_caja","sesiones_abiertas","int","","10","0","YES","2"
"reportes","vw_dashboard_caja","sesiones_cerradas","int","","10","0","YES","3"
"reportes","vw_dashboard_caja","ingresos_nio","decimal","","38","2","YES","4"
"reportes","vw_dashboard_caja","ingresos_usd","decimal","","38","2","YES","5"
"reportes","vw_dashboard_caja","egresos_nio","decimal","","38","2","YES","6"
"reportes","vw_dashboard_caja","egresos_usd","decimal","","38","2","YES","7"
"reportes","vw_dashboard_caja","diferencia_total_nio","decimal","","38","2","YES","8"
"reportes","vw_dashboard_caja","diferencia_total_usd","decimal","","38","2","YES","9"
"reportes","vw_dashboard_cartera_general","total_creditos","int","","10","0","YES","1"
"reportes","vw_dashboard_cartera_general","total_creditos_activos","int","","10","0","YES","2"
"reportes","vw_dashboard_cartera_general","total_vigentes","int","","10","0","YES","3"
"reportes","vw_dashboard_cartera_general","total_prorrogados","int","","10","0","YES","4"
"reportes","vw_dashboard_cartera_general","total_reestructurados","int","","10","0","YES","5"
"reportes","vw_dashboard_cartera_general","total_vencidos","int","","10","0","YES","6"
"reportes","vw_dashboard_cartera_general","total_cobro_judicial","int","","10","0","YES","7"
"reportes","vw_dashboard_cartera_general","total_cancelados","int","","10","0","YES","8"
"reportes","vw_dashboard_cartera_general","total_saneados","int","","10","0","YES","9"
"reportes","vw_dashboard_cartera_general","saldo_capital_total","decimal","","38","2","YES","10"
"reportes","vw_dashboard_cartera_general","interes_pendiente_total","decimal","","38","2","YES","11"
"reportes","vw_dashboard_cartera_general","mora_total","decimal","","38","2","YES","12"
"reportes","vw_dashboard_cartera_general","comision_pendiente_total","decimal","","38","2","YES","13"
"reportes","vw_dashboard_mora","creditos_con_mora","int","","10","0","YES","1"
"reportes","vw_dashboard_mora","cuotas_mora_1_30","int","","10","0","YES","2"
"reportes","vw_dashboard_mora","cuotas_mora_31_60","int","","10","0","YES","3"
"reportes","vw_dashboard_mora","cuotas_mora_61_90","int","","10","0","YES","4"
"reportes","vw_dashboard_mora","cuotas_mora_mayor_90","int","","10","0","YES","5"
"reportes","vw_dashboard_mora","capital_en_mora","decimal","","38","2","YES","6"
"reportes","vw_dashboard_mora","interes_en_mora","decimal","","38","2","YES","7"
"reportes","vw_dashboard_mora","comision_en_mora","decimal","","38","2","YES","8"
"reportes","vw_dashboard_mora","mora_generada","decimal","","38","2","YES","9"
"reportes","vw_dashboard_tipos_cambio","ultima_fecha_oficial","date","","","","YES","1"
"reportes","vw_dashboard_tipos_cambio","ultima_fecha_institucional","date","","","","YES","2"
"reportes","vw_dashboard_tipos_cambio","ultimo_tipo_cambio_oficial","decimal","","18","6","YES","3"
"reportes","vw_dashboard_tipos_cambio","ultimo_tipo_cambio_referencia","decimal","","18","6","YES","4"
"reportes","vw_dashboard_tipos_cambio","ultimo_tipo_cambio_compra","decimal","","18","6","YES","5"
"reportes","vw_dashboard_tipos_cambio","ultimo_tipo_cambio_venta","decimal","","18","6","YES","6"
"reportes","vw_dispensas_credito","id_solicitud_dispensa_credito","bigint","","19","0","NO","1"
"reportes","vw_dispensas_credito","id_credito","bigint","","19","0","NO","2"
"reportes","vw_dispensas_credito","codigo_tipo_dispensa","nvarchar","30","","","NO","3"
"reportes","vw_dispensas_credito","nombre_tipo_dispensa","nvarchar","100","","","NO","4"
"reportes","vw_dispensas_credito","codigo_estado_dispensa","nvarchar","30","","","NO","5"
"reportes","vw_dispensas_credito","nombre_estado_dispensa","nvarchar","100","","","NO","6"
"reportes","vw_dispensas_credito","fecha_solicitud","datetime2","","","","NO","7"
"reportes","vw_dispensas_credito","motivo_solicitud","nvarchar","500","","","NO","8"
"reportes","vw_dispensas_credito","usuario_solicita","nvarchar","100","","","NO","9"
"reportes","vw_dispensas_credito","fecha_resolucion","datetime2","","","","YES","10"
"reportes","vw_dispensas_credito","usuario_resuelve","nvarchar","100","","","YES","11"
"reportes","vw_dispensas_credito","fecha_aplicacion","datetime2","","","","YES","12"
"reportes","vw_dispensas_credito","usuario_aplica","nvarchar","100","","","YES","13"
"reportes","vw_dispensas_credito","monto_total_original","decimal","","18","2","NO","14"
"reportes","vw_dispensas_credito","monto_total_solicitado","decimal","","18","2","NO","15"
"reportes","vw_dispensas_credito","monto_total_aprobado","decimal","","18","2","NO","16"
"reportes","vw_dispensas_credito","monto_total_aplicado","decimal","","18","2","NO","17"
"reportes","vw_dispensas_credito","referencia_externa","nvarchar","100","","","YES","18"
"reportes","vw_dispensas_credito","activo","bit","","","","NO","19"
"reportes","vw_dispensas_credito_detalle","id_solicitud_dispensa_credito_detalle","bigint","","19","0","NO","1"
"reportes","vw_dispensas_credito_detalle","id_solicitud_dispensa_credito","bigint","","19","0","NO","2"
"reportes","vw_dispensas_credito_detalle","codigo_concepto_dispensa","nvarchar","30","","","NO","3"
"reportes","vw_dispensas_credito_detalle","nombre_concepto_dispensa","nvarchar","100","","","NO","4"
"reportes","vw_dispensas_credito_detalle","id_cuota","bigint","","19","0","YES","5"
"reportes","vw_dispensas_credito_detalle","numero_cuota","int","","10","0","YES","6"
"reportes","vw_dispensas_credito_detalle","monto_original","decimal","","18","2","NO","7"
"reportes","vw_dispensas_credito_detalle","monto_solicitado","decimal","","18","2","NO","8"
"reportes","vw_dispensas_credito_detalle","monto_aprobado","decimal","","18","2","YES","9"
"reportes","vw_dispensas_credito_detalle","monto_aplicado","decimal","","18","2","YES","10"
"reportes","vw_dispensas_credito_detalle","observacion_detalle","nvarchar","500","","","YES","11"
"reportes","vw_dispensas_credito_detalle","observacion_resolucion_detalle","nvarchar","1000","","","YES","12"
"reportes","vw_dispensas_credito_detalle","fecha_registro","datetime2","","","","NO","13"
"reportes","vw_estado_cuenta_credito_actual","id_credito","bigint","","19","0","NO","1"
"reportes","vw_estado_cuenta_credito_actual","numero_credito","nvarchar","50","","","YES","2"
"reportes","vw_estado_cuenta_credito_actual","cedula_cliente","nvarchar","50","","","YES","3"
"reportes","vw_estado_cuenta_credito_actual","nom_cliente","nvarchar","250","","","YES","4"
"reportes","vw_estado_cuenta_credito_actual","moneda","nvarchar","10","","","NO","5"
"reportes","vw_estado_cuenta_credito_actual","monto_aprobado","decimal","","18","2","NO","6"
"reportes","vw_estado_cuenta_credito_actual","fecha_desembolso","date","","","","YES","7"
"reportes","vw_estado_cuenta_credito_actual","fecha_vencimiento","date","","","","YES","8"
"reportes","vw_estado_cuenta_credito_actual","estado_operativo","nvarchar","5","","","NO","9"
"reportes","vw_estado_cuenta_credito_actual","saldo_capital","decimal","","18","2","NO","10"
"reportes","vw_estado_cuenta_credito_actual","interes_acumulado","decimal","","18","2","NO","11"
"reportes","vw_estado_cuenta_credito_actual","comision_acumulada","decimal","","18","2","NO","12"
"reportes","vw_estado_cuenta_credito_actual","mora_acumulada","decimal","","18","2","NO","13"
"reportes","vw_estado_cuenta_credito_actual","cargos_acumulados","decimal","","18","2","NO","14"
"reportes","vw_estado_cuenta_credito_actual","saldo_interes_pendiente","decimal","","38","2","NO","15"
"reportes","vw_estado_cuenta_credito_actual","saldo_comision_pendiente","decimal","","38","2","NO","16"
"reportes","vw_estado_cuenta_credito_actual","saldo_mora_pendiente","decimal","","38","2","NO","17"
"reportes","vw_estado_cuenta_credito_actual","saldo_total_pendiente","decimal","","38","2","NO","18"
"reportes","vw_estado_cuenta_credito_actual","capital_pagado_total","decimal","","38","2","NO","19"
"reportes","vw_estado_cuenta_credito_actual","interes_pagado_total","decimal","","38","2","NO","20"
"reportes","vw_estado_cuenta_credito_actual","comision_pagada_total","decimal","","38","2","NO","21"
"reportes","vw_estado_cuenta_credito_actual","mora_pagada_total","decimal","","38","2","NO","22"
"reportes","vw_estado_cuenta_credito_actual","capital_dispensado_total","decimal","","38","2","NO","23"
"reportes","vw_estado_cuenta_credito_actual","interes_dispensado_total","decimal","","38","2","NO","24"
"reportes","vw_estado_cuenta_credito_actual","comision_dispensada_total","decimal","","38","2","NO","25"
"reportes","vw_estado_cuenta_credito_actual","mora_dispensada_total","decimal","","38","2","NO","26"
"reportes","vw_estado_cuenta_credito_actual","monto_total_pagado","decimal","","38","2","NO","27"
"reportes","vw_estado_cuenta_credito_actual","monto_total_dispensado","decimal","","38","2","NO","28"
"reportes","vw_estado_cuenta_credito_cuotas_actual","id_credito","bigint","","19","0","YES","1"
"reportes","vw_estado_cuenta_credito_cuotas_actual","numero_credito","nvarchar","50","","","YES","2"
"reportes","vw_estado_cuenta_credito_cuotas_actual","nom_cliente","nvarchar","250","","","YES","3"
"reportes","vw_estado_cuenta_credito_cuotas_actual","id_plan_pago_credito","bigint","","19","0","NO","4"
"reportes","vw_estado_cuenta_credito_cuotas_actual","numero_cuota","int","","10","0","NO","5"
"reportes","vw_estado_cuenta_credito_cuotas_actual","fecha_cuota","date","","","","NO","6"
"reportes","vw_estado_cuenta_credito_cuotas_actual","estado_cuota","nvarchar","20","","","NO","7"
"reportes","vw_estado_cuenta_credito_cuotas_actual","dias_mora","int","","10","0","NO","8"
"reportes","vw_estado_cuenta_credito_cuotas_actual","capital_programado","decimal","","18","2","NO","9"
"reportes","vw_estado_cuenta_credito_cuotas_actual","capital_pagado_cuota","decimal","","18","2","NO","10"
"reportes","vw_estado_cuenta_credito_cuotas_actual","capital_dispensado_cuota","decimal","","18","2","NO","11"
"reportes","vw_estado_cuenta_credito_cuotas_actual","saldo_capital_cuota","decimal","","18","2","NO","12"
"reportes","vw_estado_cuenta_credito_cuotas_actual","interes_programado","decimal","","18","2","NO","13"
"reportes","vw_estado_cuenta_credito_cuotas_actual","interes_pagado_cuota","decimal","","18","2","NO","14"
"reportes","vw_estado_cuenta_credito_cuotas_actual","interes_dispensado_cuota","decimal","","18","2","NO","15"
"reportes","vw_estado_cuenta_credito_cuotas_actual","saldo_interes_cuota","decimal","","18","2","NO","16"
"reportes","vw_estado_cuenta_credito_cuotas_actual","comision_programada","decimal","","18","2","NO","17"
