"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","NUMERIC_PRECISION","NUMERIC_SCALE","IS_NULLABLE","ORDINAL_POSITION"
"reportes","vw_bancos_cuentas","fecha_ultimo_movimiento","datetime2","","","","YES","24"
"reportes","vw_bancos_cuentas","fecha_apertura","date","","","","NO","25"
"reportes","vw_bancos_cuentas","observacion","nvarchar","500","","","YES","26"
"reportes","vw_bancos_cuentas","activo","bit","","","","NO","27"
"reportes","vw_bancos_cuentas","usuario_creacion","nvarchar","100","","","NO","28"
"reportes","vw_bancos_cuentas","fecha_creacion","datetime2","","","","NO","29"
"reportes","vw_bancos_cuentas","usuario_modificacion","nvarchar","100","","","YES","30"
"reportes","vw_bancos_cuentas","fecha_modificacion","datetime2","","","","YES","31"
"reportes","vw_bancos_dashboard_resumen","total_cuentas_activas","int","","10","0","NO","1"
"reportes","vw_bancos_dashboard_resumen","total_movimientos","int","","10","0","NO","2"
"reportes","vw_bancos_dashboard_resumen","total_movimientos_mes_actual","int","","10","0","NO","3"
"reportes","vw_bancos_dashboard_resumen","total_transferencias","int","","10","0","NO","4"
"reportes","vw_bancos_dashboard_resumen","total_transferencias_mes_actual","int","","10","0","NO","5"
"reportes","vw_bancos_dashboard_resumen","total_depositos_caja","int","","10","0","NO","6"
"reportes","vw_bancos_dashboard_resumen","total_depositos_caja_mes_actual","int","","10","0","NO","7"
"reportes","vw_bancos_dashboard_resumen","total_conciliaciones","int","","10","0","NO","8"
"reportes","vw_bancos_dashboard_resumen","total_conciliaciones_mes_actual","int","","10","0","NO","9"
"reportes","vw_bancos_dashboard_resumen","saldo_total_nio","decimal","","38","2","NO","10"
"reportes","vw_bancos_dashboard_resumen","saldo_total_usd","decimal","","38","2","NO","11"
"reportes","vw_bancos_dashboard_resumen","total_pendientes_conciliacion","int","","10","0","NO","12"
"reportes","vw_bancos_dashboard_resumen","fecha_ultimo_movimiento","datetime2","","","","YES","13"
"reportes","vw_bancos_depositos_caja","id_movimiento_bancario","bigint","","19","0","NO","1"
"reportes","vw_bancos_depositos_caja","id_cuenta_bancaria","bigint","","19","0","NO","2"
"reportes","vw_bancos_depositos_caja","codigo_cuenta_bancaria","nvarchar","50","","","NO","3"
"reportes","vw_bancos_depositos_caja","nombre_cuenta_bancaria","nvarchar","150","","","NO","4"
"reportes","vw_bancos_depositos_caja","nombre_banco","nvarchar","150","","","NO","5"
"reportes","vw_bancos_depositos_caja","fecha_movimiento","datetime2","","","","NO","6"
"reportes","vw_bancos_depositos_caja","codigo_moneda","nvarchar","10","","","NO","7"
"reportes","vw_bancos_depositos_caja","monto_movimiento","decimal","","18","2","NO","8"
"reportes","vw_bancos_depositos_caja","numero_referencia_bancaria","nvarchar","100","","","YES","9"
"reportes","vw_bancos_depositos_caja","documento_bancario","nvarchar","100","","","YES","10"
"reportes","vw_bancos_depositos_caja","descripcion","nvarchar","500","","","YES","11"
"reportes","vw_bancos_depositos_caja","id_movimiento_caja","bigint","","19","0","YES","12"
"reportes","vw_bancos_depositos_caja","id_sesion_caja","bigint","","19","0","YES","13"
"reportes","vw_bancos_depositos_caja","fecha_operacion","date","","","","YES","14"
"reportes","vw_bancos_depositos_caja","sucursal","nvarchar","50","","","YES","15"
"reportes","vw_bancos_depositos_caja","usuario_cajero","nvarchar","100","","","YES","16"
"reportes","vw_bancos_depositos_caja","tipo_movimiento_caja","nvarchar","30","","","YES","17"
"reportes","vw_bancos_depositos_caja","estado_movimiento_caja","nvarchar","20","","","YES","18"
"reportes","vw_bancos_depositos_caja","id_asiento","bigint","","19","0","YES","19"
"reportes","vw_bancos_depositos_caja","tipo_asiento","nvarchar","50","","","YES","20"
"reportes","vw_bancos_depositos_caja","estado_asiento","nvarchar","20","","","YES","21"
"reportes","vw_bancos_depositos_caja","esta_conciliado","bit","","","","YES","22"
"reportes","vw_bancos_flujo_caja","fecha_operacion","datetime2","","","","NO","1"
"reportes","vw_bancos_flujo_caja","id_empresa","bigint","","19","0","YES","2"
"reportes","vw_bancos_flujo_caja","nombre_empresa","nvarchar","200","","","YES","3"
"reportes","vw_bancos_flujo_caja","id_sucursal","bigint","","19","0","YES","4"
"reportes","vw_bancos_flujo_caja","codigo_sucursal","nvarchar","20","","","YES","5"
"reportes","vw_bancos_flujo_caja","nombre_sucursal","nvarchar","150","","","YES","6"
"reportes","vw_bancos_flujo_caja","fuente_flujo","nvarchar","5","","","NO","7"
"reportes","vw_bancos_flujo_caja","origen_operativo","nvarchar","40","","","NO","8"
"reportes","vw_bancos_flujo_caja","tipo_documento_origen","nvarchar","40","","","YES","9"
"reportes","vw_bancos_flujo_caja","id_documento_origen","bigint","","19","0","YES","10"
"reportes","vw_bancos_flujo_caja","codigo_moneda","nvarchar","10","","","NO","11"
"reportes","vw_bancos_flujo_caja","monto_entrada","decimal","","18","2","NO","12"
"reportes","vw_bancos_flujo_caja","monto_salida","decimal","","18","2","NO","13"
"reportes","vw_bancos_flujo_caja","saldo_neto","decimal","","18","2","YES","14"
"reportes","vw_bancos_flujo_caja","referencia_operativa","nvarchar","203","","","YES","15"
"reportes","vw_bancos_flujo_caja","descripcion","nvarchar","500","","","YES","16"
"reportes","vw_bancos_libro","id_movimiento_bancario","bigint","","19","0","NO","1"
"reportes","vw_bancos_libro","id_cuenta_bancaria","bigint","","19","0","NO","2"
"reportes","vw_bancos_libro","id_empresa","bigint","","19","0","NO","3"
"reportes","vw_bancos_libro","nombre_empresa","nvarchar","200","","","NO","4"
"reportes","vw_bancos_libro","razon_social","nvarchar","200","","","NO","5"
"reportes","vw_bancos_libro","id_sucursal","bigint","","19","0","YES","6"
"reportes","vw_bancos_libro","codigo_sucursal","nvarchar","20","","","YES","7"
"reportes","vw_bancos_libro","nombre_sucursal","nvarchar","150","","","YES","8"
"reportes","vw_bancos_libro","codigo_cuenta_bancaria","nvarchar","50","","","NO","9"
"reportes","vw_bancos_libro","nombre_cuenta_bancaria","nvarchar","150","","","NO","10"
"reportes","vw_bancos_libro","numero_cuenta_bancaria","nvarchar","80","","","NO","11"
"reportes","vw_bancos_libro","tipo_cuenta_bancaria","nvarchar","30","","","NO","12"
"reportes","vw_bancos_libro","nombre_banco","nvarchar","150","","","NO","13"
"reportes","vw_bancos_libro","fecha_movimiento","datetime2","","","","NO","14"
"reportes","vw_bancos_libro","fecha_valor","datetime2","","","","YES","15"
"reportes","vw_bancos_libro","codigo_tipo_movimiento_bancario","nvarchar","40","","","NO","16"
"reportes","vw_bancos_libro","nombre_tipo_movimiento","nvarchar","120","","","NO","17"
"reportes","vw_bancos_libro","naturaleza_movimiento","nvarchar","10","","","NO","18"
"reportes","vw_bancos_libro","origen_movimiento","nvarchar","40","","","NO","19"
"reportes","vw_bancos_libro","tipo_documento_origen","nvarchar","40","","","YES","20"
"reportes","vw_bancos_libro","id_documento_origen","bigint","","19","0","YES","21"
"reportes","vw_bancos_libro","numero_referencia_bancaria","nvarchar","100","","","YES","22"
"reportes","vw_bancos_libro","numero_cheque","nvarchar","50","","","YES","23"
"reportes","vw_bancos_libro","documento_bancario","nvarchar","100","","","YES","24"
"reportes","vw_bancos_libro","codigo_moneda","nvarchar","10","","","NO","25"
"reportes","vw_bancos_libro","monto_movimiento","decimal","","18","2","NO","26"
"reportes","vw_bancos_libro","monto_ingreso","decimal","","18","2","NO","27"
"reportes","vw_bancos_libro","monto_egreso","decimal","","18","2","NO","28"
"reportes","vw_bancos_libro","monto_neto","decimal","","18","2","YES","29"
"reportes","vw_bancos_libro","saldo_inicial","decimal","","18","2","NO","30"
"reportes","vw_bancos_libro","saldo_anterior","decimal","","38","2","YES","31"
"reportes","vw_bancos_libro","saldo_posterior","decimal","","38","2","YES","32"
"reportes","vw_bancos_libro","descripcion","nvarchar","500","","","YES","33"
"reportes","vw_bancos_libro","id_asiento","bigint","","19","0","YES","34"
"reportes","vw_bancos_movimientos","id_movimiento_bancario","bigint","","19","0","NO","1"
"reportes","vw_bancos_movimientos","id_cuenta_bancaria","bigint","","19","0","NO","2"
"reportes","vw_bancos_movimientos","codigo_cuenta_bancaria","nvarchar","50","","","NO","3"
"reportes","vw_bancos_movimientos","nombre_cuenta_bancaria","nvarchar","150","","","NO","4"
"reportes","vw_bancos_movimientos","numero_cuenta_bancaria","nvarchar","80","","","NO","5"
"reportes","vw_bancos_movimientos","tipo_cuenta_bancaria","nvarchar","30","","","NO","6"
"reportes","vw_bancos_movimientos","id_empresa","bigint","","19","0","NO","7"
"reportes","vw_bancos_movimientos","nombre_empresa","nvarchar","200","","","NO","8"
"reportes","vw_bancos_movimientos","razon_social","nvarchar","200","","","NO","9"
"reportes","vw_bancos_movimientos","id_sucursal","bigint","","19","0","YES","10"
"reportes","vw_bancos_movimientos","codigo_sucursal","nvarchar","20","","","YES","11"
"reportes","vw_bancos_movimientos","nombre_sucursal","nvarchar","150","","","YES","12"
"reportes","vw_bancos_movimientos","id_banco","bigint","","19","0","NO","13"
"reportes","vw_bancos_movimientos","codigo_banco","nvarchar","30","","","NO","14"
"reportes","vw_bancos_movimientos","nombre_banco","nvarchar","150","","","NO","15"
"reportes","vw_bancos_movimientos","moneda_cuenta","nvarchar","10","","","NO","16"
"reportes","vw_bancos_movimientos","codigo_cuenta_contable","nvarchar","20","","","NO","17"
"reportes","vw_bancos_movimientos","nombre_cuenta_contable","nvarchar","250","","","NO","18"
"reportes","vw_bancos_movimientos","fecha_movimiento","datetime2","","","","NO","19"
"reportes","vw_bancos_movimientos","fecha_valor","datetime2","","","","YES","20"
"reportes","vw_bancos_movimientos","codigo_tipo_movimiento_bancario","nvarchar","40","","","NO","21"
"reportes","vw_bancos_movimientos","nombre_tipo_movimiento","nvarchar","120","","","NO","22"
"reportes","vw_bancos_movimientos","origen_operativo","nvarchar","30","","","NO","23"
"reportes","vw_bancos_movimientos","naturaleza_movimiento","nvarchar","10","","","NO","24"
"reportes","vw_bancos_movimientos","origen_movimiento","nvarchar","40","","","NO","25"
"reportes","vw_bancos_movimientos","tipo_documento_origen","nvarchar","40","","","YES","26"
"reportes","vw_bancos_movimientos","id_documento_origen","bigint","","19","0","YES","27"
"reportes","vw_bancos_movimientos","id_movimiento_caja","bigint","","19","0","YES","28"
"reportes","vw_bancos_movimientos","id_sesion_caja","bigint","","19","0","YES","29"
"reportes","vw_bancos_movimientos","sucursal_caja","nvarchar","50","","","YES","30"
"reportes","vw_bancos_movimientos","id_transferencia_bancaria","bigint","","19","0","YES","31"
"reportes","vw_bancos_movimientos","numero_referencia_bancaria","nvarchar","100","","","YES","32"
"reportes","vw_bancos_movimientos","numero_cheque","nvarchar","50","","","YES","33"
"reportes","vw_bancos_movimientos","documento_bancario","nvarchar","100","","","YES","34"
"reportes","vw_bancos_movimientos","codigo_moneda","nvarchar","10","","","NO","35"
"reportes","vw_bancos_movimientos","tipo_cambio","decimal","","18","6","NO","36"
"reportes","vw_bancos_movimientos","monto_movimiento","decimal","","18","2","NO","37"
"reportes","vw_bancos_movimientos","monto_ingreso","decimal","","18","2","NO","38"
"reportes","vw_bancos_movimientos","monto_egreso","decimal","","18","2","NO","39"
"reportes","vw_bancos_movimientos","monto_neto","decimal","","18","2","YES","40"
"reportes","vw_bancos_movimientos","codigo_cuenta_contrapartida","nvarchar","20","","","YES","41"
"reportes","vw_bancos_movimientos","nombre_cuenta_contrapartida","nvarchar","250","","","YES","42"
"reportes","vw_bancos_movimientos","descripcion","nvarchar","500","","","YES","43"
"reportes","vw_bancos_movimientos","estado_movimiento","nvarchar","20","","","NO","44"
"reportes","vw_bancos_movimientos","id_asiento","bigint","","19","0","YES","45"
"reportes","vw_bancos_movimientos","tipo_asiento","nvarchar","50","","","YES","46"
"reportes","vw_bancos_movimientos","estado_asiento","nvarchar","20","","","YES","47"
"reportes","vw_bancos_movimientos","id_periodo_contable","bigint","","19","0","YES","48"
"reportes","vw_bancos_movimientos","codigo_periodo","nvarchar","20","","","YES","49"
"reportes","vw_bancos_movimientos","nombre_periodo","nvarchar","120","","","YES","50"
"reportes","vw_bancos_movimientos","anulado","bit","","","","NO","51"
"reportes","vw_bancos_movimientos","fecha_anulacion","datetime2","","","","YES","52"
"reportes","vw_bancos_movimientos","usuario_anulacion","nvarchar","100","","","YES","53"
"reportes","vw_bancos_movimientos","esta_conciliado","bit","","","","YES","54"
"reportes","vw_bancos_movimientos","id_conciliacion_bancaria","bigint","","19","0","YES","55"
"reportes","vw_bancos_movimientos","fecha_conciliacion","datetime2","","","","YES","56"
"reportes","vw_bancos_movimientos","codigo_estado_conciliacion","nvarchar","30","","","YES","57"
"reportes","vw_bancos_movimientos","usuario_creacion","nvarchar","100","","","NO","58"
"reportes","vw_bancos_movimientos","fecha_creacion","datetime2","","","","NO","59"
"reportes","vw_bancos_movimientos","usuario_modificacion","nvarchar","100","","","YES","60"
"reportes","vw_bancos_movimientos","fecha_modificacion","datetime2","","","","YES","61"
"reportes","vw_bancos_resumen_origenes","origen_movimiento","nvarchar","40","","","NO","1"
"reportes","vw_bancos_resumen_origenes","codigo_tipo_movimiento_bancario","nvarchar","40","","","NO","2"
"reportes","vw_bancos_resumen_origenes","nombre_tipo_movimiento","nvarchar","120","","","NO","3"
"reportes","vw_bancos_resumen_origenes","codigo_moneda","nvarchar","10","","","NO","4"
"reportes","vw_bancos_resumen_origenes","total_movimientos","int","","10","0","YES","5"
"reportes","vw_bancos_resumen_origenes","total_asientos","int","","10","0","YES","6"
"reportes","vw_bancos_resumen_origenes","total_ingresos","decimal","","38","2","YES","7"
"reportes","vw_bancos_resumen_origenes","total_egresos","decimal","","38","2","YES","8"
"reportes","vw_bancos_resumen_origenes","saldo_neto","decimal","","38","2","YES","9"
"reportes","vw_bancos_transferencias","id_transferencia_bancaria","bigint","","19","0","NO","1"
"reportes","vw_bancos_transferencias","id_empresa","bigint","","19","0","NO","2"
"reportes","vw_bancos_transferencias","nombre_empresa","nvarchar","200","","","NO","3"
"reportes","vw_bancos_transferencias","razon_social","nvarchar","200","","","NO","4"
"reportes","vw_bancos_transferencias","id_sucursal","bigint","","19","0","YES","5"
"reportes","vw_bancos_transferencias","codigo_sucursal","nvarchar","20","","","YES","6"
"reportes","vw_bancos_transferencias","nombre_sucursal","nvarchar","150","","","YES","7"
"reportes","vw_bancos_transferencias","fecha_transferencia","datetime2","","","","NO","8"
"reportes","vw_bancos_transferencias","id_cuenta_bancaria_origen","bigint","","19","0","NO","9"
"reportes","vw_bancos_transferencias","codigo_cuenta_origen","nvarchar","50","","","NO","10"
"reportes","vw_bancos_transferencias","nombre_cuenta_origen","nvarchar","150","","","NO","11"
"reportes","vw_bancos_transferencias","nombre_banco_origen","nvarchar","150","","","NO","12"
"reportes","vw_bancos_transferencias","id_cuenta_bancaria_destino","bigint","","19","0","NO","13"
"reportes","vw_bancos_transferencias","codigo_cuenta_destino","nvarchar","50","","","NO","14"
"reportes","vw_bancos_transferencias","nombre_cuenta_destino","nvarchar","150","","","NO","15"
"reportes","vw_bancos_transferencias","nombre_banco_destino","nvarchar","150","","","NO","16"
"reportes","vw_bancos_transferencias","monto_transferencia","decimal","","18","2","NO","17"
"reportes","vw_bancos_transferencias","moneda","nvarchar","10","","","NO","18"
"reportes","vw_bancos_transferencias","tipo_cambio","decimal","","18","6","NO","19"
"reportes","vw_bancos_transferencias","numero_referencia_bancaria","nvarchar","100","","","YES","20"
"reportes","vw_bancos_transferencias","documento_bancario","nvarchar","100","","","YES","21"
"reportes","vw_bancos_transferencias","descripcion","nvarchar","500","","","YES","22"
"reportes","vw_bancos_transferencias","estado_transferencia","nvarchar","20","","","NO","23"
"reportes","vw_bancos_transferencias","id_movimiento_bancario_salida","bigint","","19","0","YES","24"
"reportes","vw_bancos_transferencias","id_movimiento_bancario_entrada","bigint","","19","0","YES","25"
"reportes","vw_bancos_transferencias","id_asiento","bigint","","19","0","YES","26"
"reportes","vw_bancos_transferencias","tipo_asiento","nvarchar","50","","","YES","27"
"reportes","vw_bancos_transferencias","estado_asiento","nvarchar","20","","","YES","28"
"reportes","vw_bancos_transferencias","anulado","bit","","","","NO","29"
"reportes","vw_bancos_transferencias","fecha_anulacion","datetime2","","","","YES","30"
"reportes","vw_bancos_transferencias","usuario_anulacion","nvarchar","100","","","YES","31"
"reportes","vw_bancos_transferencias","usuario_creacion","nvarchar","100","","","NO","32"
"reportes","vw_bancos_transferencias","fecha_creacion","datetime2","","","","NO","33"
"reportes","vw_bancos_transferencias","usuario_modificacion","nvarchar","100","","","YES","34"
"reportes","vw_bancos_transferencias","fecha_modificacion","datetime2","","","","YES","35"
"reportes","vw_bitacora_dispensas_credito","id_bitacora_dispensa_credito","bigint","","19","0","NO","1"
"reportes","vw_bitacora_dispensas_credito","id_solicitud_dispensa_credito","bigint","","19","0","NO","2"
"reportes","vw_bitacora_dispensas_credito","tipo_evento","nvarchar","50","","","NO","3"
"reportes","vw_bitacora_dispensas_credito","detalle_evento","nvarchar","1000","","","YES","4"
"reportes","vw_bitacora_dispensas_credito","usuario_evento","nvarchar","100","","","NO","5"
"reportes","vw_bitacora_dispensas_credito","fecha_evento","datetime2","","","","NO","6"
"reportes","vw_cartera_por_estado","estado_operativo","nvarchar","5","","","NO","1"
"reportes","vw_cartera_por_estado","total_creditos","int","","10","0","YES","2"
"reportes","vw_cartera_por_estado","saldo_capital","decimal","","38","2","YES","3"
"reportes","vw_cartera_por_estado","interes_pendiente","decimal","","38","2","YES","4"
"reportes","vw_cartera_por_estado","mora_total","decimal","","38","2","YES","5"
"reportes","vw_cartera_por_moneda","moneda","nvarchar","10","","","NO","1"
"reportes","vw_cartera_por_moneda","total_creditos","int","","10","0","YES","2"
"reportes","vw_cartera_por_moneda","monto_aprobado_total","decimal","","38","2","YES","3"
"reportes","vw_cartera_por_moneda","saldo_capital_total","decimal","","38","2","YES","4"
"reportes","vw_cartera_por_moneda","mora_total","decimal","","38","2","YES","5"
"reportes","vw_cartera_regulatoria_ultimo_cierre","id_cierre_credito","bigint","","19","0","NO","1"
"reportes","vw_cartera_regulatoria_ultimo_cierre","id_lote_cierre","bigint","","19","0","NO","2"
"reportes","vw_cartera_regulatoria_ultimo_cierre","fecha_cierre","date","","","","NO","3"
"reportes","vw_cartera_regulatoria_ultimo_cierre","tipo_cierre","nvarchar","20","","","NO","4"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cedula_id_cliente_ofic_ciclo","nvarchar","100","","","NO","5"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cedula_id_cliente","nvarchar","50","","","YES","6"
"reportes","vw_cartera_regulatoria_ultimo_cierre","nom_cliente","nvarchar","250","","","YES","7"
"reportes","vw_cartera_regulatoria_ultimo_cierre","tipo_agrupacion","tinyint","","3","0","NO","8"
"reportes","vw_cartera_regulatoria_ultimo_cierre","garantia","nvarchar","50","","","YES","9"
"reportes","vw_cartera_regulatoria_ultimo_cierre","oficina","nvarchar","20","","","YES","10"
"reportes","vw_cartera_regulatoria_ultimo_cierre","fecha_desembolso","date","","","","YES","11"
"reportes","vw_cartera_regulatoria_ultimo_cierre","fecha_vencimiento","date","","","","YES","12"
"reportes","vw_cartera_regulatoria_ultimo_cierre","fecha_saneamiento","date","","","","YES","13"
"reportes","vw_cartera_regulatoria_ultimo_cierre","estado_operativo_origen","nvarchar","5","","","YES","14"
"reportes","vw_cartera_regulatoria_ultimo_cierre","estado_operativo_final","nvarchar","5","","","YES","15"
"reportes","vw_cartera_regulatoria_ultimo_cierre","categoria","nvarchar","5","","","YES","16"
"reportes","vw_cartera_regulatoria_ultimo_cierre","clasificacion_credito","nvarchar","20","","","YES","17"
"reportes","vw_cartera_regulatoria_ultimo_cierre","porcentaje_provision","decimal","","12","6","NO","18"
"reportes","vw_cartera_regulatoria_ultimo_cierre","monto_provision","decimal","","18","2","NO","19"
"reportes","vw_cartera_regulatoria_ultimo_cierre","monto_provision_anterior","decimal","","18","2","NO","20"
"reportes","vw_cartera_regulatoria_ultimo_cierre","saldo_capital","decimal","","18","2","NO","21"
"reportes","vw_cartera_regulatoria_ultimo_cierre","saldo_total","decimal","","18","2","NO","22"
"reportes","vw_cartera_regulatoria_ultimo_cierre","monto_en_mora","decimal","","18","2","NO","23"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cuotas_vencidas","int","","10","0","NO","24"
"reportes","vw_cartera_regulatoria_ultimo_cierre","dias_mora","int","","10","0","NO","25"
"reportes","vw_cartera_regulatoria_ultimo_cierre","reconocimiento_ingreso","bit","","","","NO","26"
"reportes","vw_cartera_regulatoria_ultimo_cierre","sanea_intereses","bit","","","","NO","27"
"reportes","vw_cartera_regulatoria_ultimo_cierre","interes_por_cobrar","decimal","","18","2","NO","28"
"reportes","vw_cartera_regulatoria_ultimo_cierre","comision_por_cobrar","decimal","","18","2","NO","29"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_por_vencer_030","decimal","","18","2","NO","30"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_por_vencer_060","decimal","","18","2","NO","31"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_por_vencer_090","decimal","","18","2","NO","32"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_por_vencer_120","decimal","","18","2","NO","33"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_por_vencer_180","decimal","","18","2","NO","34"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_por_vencer_360","decimal","","18","2","NO","35"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_por_vencer_mas_360","decimal","","18","2","NO","36"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_vencido_015","decimal","","18","2","NO","37"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_vencido_030","decimal","","18","2","NO","38"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_vencido_060","decimal","","18","2","NO","39"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_vencido_090","decimal","","18","2","NO","40"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_vencido_120","decimal","","18","2","NO","41"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_vencido_180","decimal","","18","2","NO","42"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_vencido_360","decimal","","18","2","NO","43"
"reportes","vw_cartera_regulatoria_ultimo_cierre","mto_vencido_mas_360","decimal","","18","2","NO","44"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_capital","nvarchar","20","","","YES","45"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_interes","nvarchar","20","","","YES","46"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_provision","nvarchar","20","","","YES","47"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_ingreso_financiero","nvarchar","20","","","YES","48"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_gasto_provision","nvarchar","20","","","YES","49"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_ingreso_reversion","nvarchar","20","","","YES","50"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_gasto_saneamiento","nvarchar","20","","","YES","51"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_orden_saneado","nvarchar","20","","","YES","52"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_orden_saneado_contra","nvarchar","20","","","YES","53"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_documentado","nvarchar","20","","","YES","54"
"reportes","vw_cartera_regulatoria_ultimo_cierre","cta_documentado_contra","nvarchar","20","","","YES","55"
"reportes","vw_cartera_regulatoria_ultimo_cierre","fecha_creacion","datetime2","","","","NO","56"
"reportes","vw_cartera_regulatoria_ultimo_cierre","estado_lote","nvarchar","20","","","NO","57"
"reportes","vw_cartera_regulatoria_ultimo_cierre","total_creditos","int","","10","0","NO","58"
"reportes","vw_cartera_regulatoria_ultimo_cierre","total_saldo","decimal","","18","2","NO","59"
"reportes","vw_cartera_regulatoria_ultimo_cierre","total_provision","decimal","","18","2","NO","60"
"reportes","vw_cartera_regulatoria_ultimo_cierre","usuario_ejecucion","nvarchar","100","","","NO","61"
"reportes","vw_cartera_regulatoria_ultimo_cierre","fecha_inicio","datetime2","","","","NO","62"
"reportes","vw_cartera_regulatoria_ultimo_cierre","fecha_fin","datetime2","","","","YES","63"
"reportes","vw_casos_cumplimiento","id_caso_cumplimiento","bigint","","19","0","NO","1"
"reportes","vw_casos_cumplimiento","nombres_razon_social","nvarchar","250","","","NO","2"
"reportes","vw_casos_cumplimiento","numero_identificacion","nvarchar","50","","","NO","3"
"reportes","vw_casos_cumplimiento","tipo_caso","nvarchar","50","","","NO","4"
"reportes","vw_casos_cumplimiento","estado_caso","nvarchar","30","","","NO","5"
"reportes","vw_casos_cumplimiento","fecha_apertura","datetime2","","","","NO","6"
"reportes","vw_casos_cumplimiento","fecha_cierre","datetime2","","","","YES","7"
"reportes","vw_casos_cumplimiento","usuario_asignado","nvarchar","100","","","YES","8"
"reportes","vw_casos_cumplimiento","usuario_cierre","nvarchar","100","","","YES","9"
"reportes","vw_casos_cumplimiento","conclusiones","nvarchar","2000","","","YES","10"
"reportes","vw_cierre_conami_base","fecha_cierre","date","","","","NO","1"
"reportes","vw_cierre_conami_base","tipo_cierre","nvarchar","20","","","NO","2"
"reportes","vw_cierre_conami_base","cedula_id_cliente_ofic_ciclo","nvarchar","100","","","NO","3"
"reportes","vw_cierre_conami_base","cedula_id_cliente","nvarchar","50","","","YES","4"
"reportes","vw_cierre_conami_base","nom_cliente","nvarchar","250","","","YES","5"
"reportes","vw_cierre_conami_base","tipo_agrupacion","tinyint","","3","0","NO","6"
"reportes","vw_cierre_conami_base","estado_operativo_final","nvarchar","5","","","YES","7"
"reportes","vw_cierre_conami_base","categoria","nvarchar","5","","","YES","8"
"reportes","vw_cierre_conami_base","clasificacion_credito","nvarchar","20","","","YES","9"
"reportes","vw_cierre_conami_base","saldo_capital","decimal","","18","2","NO","10"
"reportes","vw_cierre_conami_base","saldo_total","decimal","","18","2","NO","11"
"reportes","vw_cierre_conami_base","monto_en_mora","decimal","","18","2","NO","12"
"reportes","vw_cierre_conami_base","cuotas_vencidas","int","","10","0","NO","13"
"reportes","vw_cierre_conami_base","dias_mora","int","","10","0","NO","14"
"reportes","vw_cierre_conami_base","porcentaje_provision","decimal","","12","6","NO","15"
"reportes","vw_cierre_conami_base","monto_provision","decimal","","18","2","NO","16"
"reportes","vw_cierre_conami_base","cta_capital","nvarchar","20","","","YES","17"
"reportes","vw_cierre_conami_base","cta_interes","nvarchar","20","","","YES","18"
"reportes","vw_cierre_conami_base","cta_provision","nvarchar","20","","","YES","19"
"reportes","vw_cierre_conami_base","cta_ingreso_financiero","nvarchar","20","","","YES","20"
"reportes","vw_cobranza_bandeja","id_credito","bigint","","19","0","NO","1"
"reportes","vw_cobranza_bandeja","id_cliente","bigint","","19","0","YES","2"
"reportes","vw_cobranza_bandeja","numero_credito","nvarchar","50","","","YES","3"
"reportes","vw_cobranza_bandeja","cedula_cliente","nvarchar","50","","","YES","4"
"reportes","vw_cobranza_bandeja","nom_cliente","nvarchar","250","","","YES","5"
"reportes","vw_cobranza_bandeja","telefono","nvarchar","50","","","YES","6"
"reportes","vw_cobranza_bandeja","correo","nvarchar","150","","","YES","7"
"reportes","vw_cobranza_bandeja","direccion","nvarchar","300","","","YES","8"
"reportes","vw_cobranza_bandeja","moneda","nvarchar","10","","","NO","9"
"reportes","vw_cobranza_bandeja","estado_operativo","nvarchar","5","","","NO","10"
"reportes","vw_cobranza_bandeja","monto_aprobado","decimal","","18","2","NO","11"
"reportes","vw_cobranza_bandeja","saldo_capital","decimal","","18","2","NO","12"
"reportes","vw_cobranza_bandeja","saldo_total_pendiente","decimal","","38","2","NO","13"
